visitorid,recency,frequency,recency_score,frequency_score,RF_SCORE,segment,itemid,day_of_week,hour_of_day,purchased,total_events,total_purchases,last_purchase_timestamp,interaction_density,popularity_percentile,time_since_last_purchase
149426,6,0,3,1,31,about_to_sleep,232908,6,17,0,19,0,2015-09-13 02:11:37.296,0.0,0.47442366024138416,3044
201511,6,0,3,1,31,about_to_sleep,233846,3,21,0,10,0,2015-09-10 21:29:15.305,0.0,0.47442366024138416,3046
683173,5,0,3,2,32,about_to_sleep,275805,1,19,0,49,0,2015-09-14 01:13:56.825,0.0,0.47442366024138416,3043
545352,6,0,3,2,32,about_to_sleep,236437,0,16,0,28,0,2015-09-13 02:39:29.706,0.0,0.47442366024138416,3044
226629,7,0,3,1,31,about_to_sleep,334884,1,2,0,14,0,2015-09-12 05:35:30.615,0.0,0.47442366024138416,3045
394620,5,0,3,1,31,about_to_sleep,350608,3,16,0,32,0,2015-09-14 19:44:55.755,0.0,0.47442366024138416,3042
558782,5,0,3,2,32,about_to_sleep,457428,2,5,0,60,0,2015-09-14 18:31:48.592,0.0,0.47442366024138416,3042
652153,7,0,3,2,32,about_to_sleep,286399,2,20,0,21,0,2015-09-12 03:36:19.746,0.0,0.47442366024138416,3045
235109,7,0,3,1,31,about_to_sleep,178190,1,20,0,75,0,2015-09-12 23:41:12.696,0.0,0.47442366024138416,3044
477677,5,0,3,2,32,about_to_sleep,170936,6,23,0,309,0,2015-09-14 17:06:52.458,0.0,0.47442366024138416,3043
278926,5,0,3,1,31,about_to_sleep,267746,5,2,0,28,0,2015-09-14 02:19:21.264,0.0,0.47442366024138416,3043
777828,8,0,3,2,32,about_to_sleep,77670,4,2,0,9,0,2015-08-28 02:50:55.667,0.0,0.47442366024138416,3060
609457,6,0,3,2,32,about_to_sleep,89404,2,18,0,25,0,2015-09-13 07:55:55.958,0.0,0.47442366024138416,3044
765139,5,0,3,2,32,about_to_sleep,364575,5,21,0,44,0,2015-09-14 17:52:33.416,0.0,0.47442366024138416,3043
254244,6,0,3,1,31,about_to_sleep,176065,2,23,0,12,0,2015-09-13 22:21:40.999,0.0,0.47442366024138416,3043
352024,6,0,3,1,31,about_to_sleep,203559,6,1,0,19,0,2015-09-13 01:43:17.180,0.0,0.47442366024138416,3044
432316,6,0,3,2,32,about_to_sleep,24922,1,13,0,18,0,2015-09-13 15:31:19.039,0.0,0.47442366024138416,3044
540916,6,0,3,2,32,about_to_sleep,87581,6,5,0,4,0,2015-09-13 05:44:50.481,0.0,0.47442366024138416,3044
519591,5,0,3,2,32,about_to_sleep,411367,2,23,0,54,0,2015-09-14 17:39:21.155,0.0,0.47442366024138416,3043
550332,8,0,3,2,32,about_to_sleep,159944,4,3,0,29,0,2015-09-11 20:29:46.300,0.0,0.47442366024138416,3045
694365,5,0,3,2,32,about_to_sleep,393412,6,16,0,88,0,2015-09-14 02:17:10.374,0.0,0.47442366024138416,3043
434111,8,0,3,2,32,about_to_sleep,239675,4,20,0,11,0,2015-09-11 20:44:02.009,0.0,0.47442366024138416,3045
54860,5,0,3,1,31,about_to_sleep,252483,5,19,0,102,0,2015-09-14 08:56:52.969,0.0,0.47442366024138416,3043
177949,6,0,3,1,31,about_to_sleep,256320,1,0,0,111,0,2015-09-13 21:02:48.131,0.0,0.47442366024138416,3043
520395,5,0,3,2,32,about_to_sleep,24531,2,0,0,3,0,2015-09-14 00:46:54.594,0.0,0.47442366024138416,3043
336935,6,0,3,1,31,about_to_sleep,430662,6,18,0,2,0,2015-09-13 18:52:43.244,0.0,0.47442366024138416,3043
589377,5,0,3,2,32,about_to_sleep,427464,2,13,0,43,0,2015-09-14 13:54:51.133,0.0,0.47442366024138416,3043
600743,5,0,3,2,32,about_to_sleep,174566,4,0,0,103,0,2015-09-14 22:26:16.080,0.0,0.47442366024138416,3042
354303,7,0,3,1,31,about_to_sleep,43032,0,2,0,9,0,2015-09-12 04:20:52.773,0.0,0.47442366024138416,3045
249556,7,0,3,1,31,about_to_sleep,29572,3,20,0,7,0,2015-09-12 18:00:48.939,0.0,0.47442366024138416,3045
109959,7,0,3,1,31,about_to_sleep,158507,0,21,0,133,0,2015-09-12 11:08:04.172,0.0,0.47442366024138416,3045
788946,7,0,3,2,32,about_to_sleep,289217,3,2,0,27,0,2015-09-12 04:06:10.304,0.0,0.47442366024138416,3045
108876,7,0,3,1,31,about_to_sleep,464477,3,12,0,27,0,2015-09-12 00:14:48.077,0.0,0.47442366024138416,3045
788345,5,0,3,2,32,about_to_sleep,79175,3,23,0,67,0,2015-09-14 23:00:01.875,0.0,0.47442366024138416,3042
489516,5,0,3,2,32,about_to_sleep,108523,4,16,0,93,0,2015-09-14 19:38:47.405,0.0,0.47442366024138416,3042
640801,6,0,3,2,32,about_to_sleep,282208,1,2,0,10,0,2015-09-13 06:39:41.522,0.0,0.47442366024138416,3044
572641,8,0,3,2,32,about_to_sleep,339885,3,17,0,36,0,2015-09-11 18:10:16.567,0.0,0.47442366024138416,3046
193621,5,0,3,1,31,about_to_sleep,348134,0,14,0,46,0,2015-09-14 22:30:45.879,0.0,0.47442366024138416,3042
139368,6,0,3,1,31,about_to_sleep,438999,6,21,0,28,0,2015-09-13 21:22:13.192,0.0,0.47442366024138416,3043
648356,7,0,3,2,32,about_to_sleep,67580,3,2,0,40,0,2015-09-12 08:32:14.403,0.0,0.47442366024138416,3045
41332,6,0,3,1,31,about_to_sleep,259915,2,5,0,7,0,2015-09-13 06:14:09.688,0.0,0.47442366024138416,3044
726892,5,0,3,2,32,about_to_sleep,210141,4,4,0,15,0,2015-09-14 15:40:53.723,0.0,0.47442366024138416,3043
17359,5,0,3,1,31,about_to_sleep,368866,3,19,0,35,0,2015-09-14 17:51:42.423,0.0,0.47442366024138416,3043
650009,6,0,3,2,32,about_to_sleep,222807,4,16,0,84,0,2015-09-13 04:04:48.472,0.0,0.47442366024138416,3044
353146,5,0,3,1,31,about_to_sleep,143558,6,13,0,28,0,2015-09-14 21:29:00.957,0.0,0.47442366024138416,3042
541847,6,0,3,2,32,about_to_sleep,11680,6,20,0,35,0,2015-09-13 23:29:22.891,0.0,0.47442366024138416,3043
540261,6,0,3,2,32,about_to_sleep,311444,2,14,0,22,0,2015-09-13 18:32:00.167,0.0,0.47442366024138416,3043
778042,6,0,3,2,32,about_to_sleep,13168,4,15,0,17,0,2015-09-13 06:34:16.412,0.0,0.47442366024138416,3044
132857,5,0,3,1,31,about_to_sleep,392522,3,8,0,36,0,2015-09-14 17:43:47.271,0.0,0.47442366024138416,3043
275050,8,0,3,1,31,about_to_sleep,224421,5,21,0,50,0,2015-09-11 01:52:49.803,0.0,0.47442366024138416,3046
204829,6,0,3,1,31,about_to_sleep,406425,2,8,0,3,0,2015-09-13 04:50:13.292,0.0,0.47442366024138416,3044
144298,5,0,3,1,31,about_to_sleep,104682,3,2,0,12,0,2015-09-14 18:57:06.118,0.0,0.47442366024138416,3042
323858,6,0,3,1,31,about_to_sleep,223797,0,3,0,40,0,2015-08-19 22:47:33.657,0.0,0.47442366024138416,3068
546677,8,0,3,2,32,about_to_sleep,276939,1,23,0,53,0,2015-09-11 21:43:37.643,0.0,0.47442366024138416,3045
537188,6,0,3,2,32,about_to_sleep,430565,1,11,0,62,0,2015-09-13 06:17:49.467,0.0,0.47442366024138416,3044
663400,5,0,3,2,32,about_to_sleep,258194,4,14,0,37,0,2015-09-14 18:56:15.334,0.0,0.47442366024138416,3042
331653,5,0,3,1,31,about_to_sleep,228068,3,5,0,211,0,2015-09-14 21:58:33.941,0.0,0.47442366024138416,3042
141616,5,0,3,1,31,about_to_sleep,13716,5,19,0,5,0,2015-09-14 05:26:09.214,0.0,0.47442366024138416,3043
110172,7,0,3,1,31,about_to_sleep,94355,2,22,0,22,0,2015-09-12 22:17:46.206,0.0,0.47442366024138416,3044
592772,7,0,3,2,32,about_to_sleep,269476,6,22,0,13,0,2015-09-12 04:09:38.624,0.0,0.47442366024138416,3045
35863,5,0,3,1,31,about_to_sleep,261051,3,0,0,30,0,2015-09-14 21:02:47.044,0.0,0.47442366024138416,3042
399678,8,0,3,2,32,about_to_sleep,191552,5,10,0,35,0,2015-09-11 15:51:08.092,0.0,0.47442366024138416,3046
63284,5,0,3,1,31,about_to_sleep,323718,0,16,0,148,0,2015-09-14 14:11:37.999,0.0,0.47442366024138416,3043
555063,6,0,3,2,32,about_to_sleep,442994,6,11,0,30,0,2015-09-10 07:33:42.536,0.0,0.47442366024138416,3047
379724,5,0,3,1,31,about_to_sleep,144458,4,3,0,24,0,2015-09-14 10:36:47.490,0.0,0.47442366024138416,3043
127401,8,0,3,1,31,about_to_sleep,460226,2,20,0,10,0,2015-09-11 16:13:05.685,0.0,0.47442366024138416,3046
284421,6,0,3,1,31,about_to_sleep,357780,1,10,0,49,0,2015-09-13 16:10:32.458,0.0,0.47442366024138416,3044
258735,7,0,3,1,31,about_to_sleep,196591,0,1,0,20,0,2015-09-02 00:47:19.947,0.0,0.47442366024138416,3055
358909,8,0,3,1,31,about_to_sleep,218479,1,5,0,15,0,2015-09-11 05:16:05.397,0.0,0.47442366024138416,3046
360160,6,0,3,1,31,about_to_sleep,200960,2,2,0,66,0,2015-09-13 19:33:05.626,0.0,0.47442366024138416,3043
451600,5,0,3,2,32,about_to_sleep,199863,2,23,0,19,0,2015-09-14 01:44:37.559,0.0,0.47442366024138416,3043
433122,6,0,3,2,32,about_to_sleep,320010,1,2,0,60,0,2015-09-13 03:56:34.938,0.0,0.47442366024138416,3044
106249,5,0,3,1,31,about_to_sleep,174430,2,17,0,7,0,2015-09-09 02:36:25.677,0.0,0.47442366024138416,3048
619062,6,0,3,2,32,about_to_sleep,253192,0,19,0,11,0,2015-09-13 02:10:16.358,0.0,0.47442366024138416,3044
90448,8,0,3,1,31,about_to_sleep,266811,5,15,0,5,0,2015-07-26 00:53:13.217,0.0,0.47442366024138416,3093
165592,8,0,3,1,31,about_to_sleep,206476,3,10,0,93,0,2015-09-11 02:41:53.438,0.0,0.47442366024138416,3046
19365,5,0,3,1,31,about_to_sleep,294356,5,4,0,23,0,2015-09-14 16:46:56.390,0.0,0.47442366024138416,3043
176476,5,0,3,1,31,about_to_sleep,383849,4,18,0,53,0,2015-09-14 06:42:58.288,0.0,0.47442366024138416,3043
96911,5,0,3,1,31,about_to_sleep,286596,1,17,0,3,0,2015-07-17 19:08:55.095,0.0,0.47442366024138416,3101
256300,8,0,3,1,31,about_to_sleep,78659,4,23,0,23,0,2015-09-11 23:32:08.960,0.0,0.47442366024138416,3045
645488,5,0,3,2,32,about_to_sleep,342696,4,18,0,21,0,2015-09-14 05:37:15.766,0.0,0.47442366024138416,3043
762095,7,0,3,2,32,about_to_sleep,72026,2,20,0,124,0,2015-09-12 19:42:01.465,0.0,0.47442366024138416,3044
173865,6,0,3,1,31,about_to_sleep,207032,1,3,0,7,0,2015-09-13 20:56:56.440,0.0,0.47442366024138416,3043
682449,5,0,3,2,32,about_to_sleep,281381,5,4,0,7,0,2015-09-14 01:01:49.438,0.0,0.47442366024138416,3043
190961,6,0,3,1,31,about_to_sleep,151832,0,5,0,39,0,2015-09-13 00:34:57.782,0.0,0.47442366024138416,3044
193574,5,0,3,1,31,about_to_sleep,331635,6,0,0,77,0,2015-09-14 18:22:24.852,0.0,0.47442366024138416,3043
48569,5,0,3,1,31,about_to_sleep,141027,3,4,0,10,0,2015-08-22 02:13:44.582,0.0,0.47442366024138416,3066
217896,8,0,3,1,31,about_to_sleep,187941,0,15,0,24,0,2015-09-11 21:26:06.898,0.0,0.47442366024138416,3045
409555,8,0,3,2,32,about_to_sleep,250403,4,2,0,11,0,2015-09-11 21:24:32.460,0.0,0.47442366024138416,3045
623678,8,0,3,2,32,about_to_sleep,420671,4,4,0,26,0,2015-09-11 15:00:10.381,0.0,0.47442366024138416,3046
758825,8,0,3,2,32,about_to_sleep,408459,4,2,0,3,0,2015-09-11 02:29:02.420,0.0,0.47442366024138416,3046
492909,6,0,3,2,32,about_to_sleep,309627,1,13,0,8,0,2015-09-13 03:57:40.353,0.0,0.47442366024138416,3044
258269,5,0,3,1,31,about_to_sleep,424594,0,15,0,15,0,2015-09-14 15:09:33.943,0.0,0.47442366024138416,3043
376001,6,0,3,1,31,about_to_sleep,337010,5,1,0,28,0,2015-09-13 00:55:53.477,0.0,0.47442366024138416,3044
358108,5,0,3,1,31,about_to_sleep,130385,4,4,0,9,0,2015-08-28 04:35:16.846,0.0,0.47442366024138416,3060
732369,6,0,3,2,32,about_to_sleep,40194,0,19,0,8,0,2015-08-28 16:19:06.655,0.0,0.47442366024138416,3060
707763,7,0,3,2,32,about_to_sleep,150589,2,15,0,7,0,2015-09-12 02:42:31.016,0.0,0.47442366024138416,3045
213835,5,0,3,1,31,about_to_sleep,253909,4,22,0,47,0,2015-09-07 14:18:58.696,0.0,0.47442366024138416,3050
618863,6,0,3,2,32,about_to_sleep,8512,3,19,0,48,0,2015-09-13 04:24:48.713,0.0,0.47442366024138416,3044
129597,7,0,3,1,31,about_to_sleep,204183,3,23,0,16,0,2015-09-11 00:29:27.252,0.0,0.47442366024138416,3046
5857,5,0,3,1,31,about_to_sleep,266538,3,6,0,33,0,2015-09-14 05:08:18.555,0.0,0.47442366024138416,3043
464341,7,0,3,2,32,about_to_sleep,236825,3,23,0,21,0,2015-09-12 00:58:42.612,0.0,0.47442366024138416,3045
273214,6,0,3,1,31,about_to_sleep,58994,6,17,0,4,0,2015-09-13 17:08:27.508,0.0,0.47442366024138416,3044
302912,8,0,3,1,31,about_to_sleep,303676,4,0,0,36,0,2015-09-11 13:18:41.084,0.0,0.47442366024138416,3046
301530,5,0,3,1,31,about_to_sleep,386278,2,2,0,108,0,2015-09-11 07:15:29.064,0.0,0.47442366024138416,3046
71682,7,0,3,1,31,about_to_sleep,463456,3,17,0,51,0,2015-09-12 05:57:16.976,0.0,0.47442366024138416,3045
255588,7,0,3,1,31,about_to_sleep,439212,5,0,0,14,0,2015-07-17 03:25:34.242,0.0,0.47442366024138416,3102
712437,5,0,3,2,32,about_to_sleep,75100,3,13,0,24,0,2015-09-14 22:53:47.786,0.0,0.47442366024138416,3042
354080,6,0,3,1,31,about_to_sleep,350210,3,14,0,71,0,2015-09-13 05:12:18.640,0.0,0.47442366024138416,3044
597939,7,0,3,2,32,about_to_sleep,157419,0,20,0,101,0,2015-09-12 03:23:55.287,0.0,0.47442366024138416,3045
789866,5,0,3,2,32,about_to_sleep,332294,0,18,0,1,0,2015-09-14 18:28:03.518,0.0,0.47442366024138416,3042
212939,5,0,3,1,31,about_to_sleep,107931,0,22,0,38,0,2015-09-14 02:45:41.814,0.0,0.47442366024138416,3043
660,6,0,3,1,31,about_to_sleep,154154,0,16,0,99,0,2015-09-13 07:52:32.813,0.0,0.47442366024138416,3044
472500,8,0,3,2,32,about_to_sleep,4982,6,22,0,46,0,2015-09-11 21:37:55.469,0.0,0.47442366024138416,3045
705250,6,0,3,2,32,about_to_sleep,417679,4,13,0,6,0,2015-09-11 13:22:16.260,0.0,0.47442366024138416,3046
555641,5,0,3,2,32,about_to_sleep,215767,6,15,0,20,0,2015-09-14 12:35:10.985,0.0,0.47442366024138416,3043
442322,5,0,3,2,32,about_to_sleep,432693,1,14,0,13,0,2015-09-14 09:33:19.537,0.0,0.47442366024138416,3043
416152,5,0,3,2,32,about_to_sleep,437488,3,22,0,25,0,2015-06-29 22:07:20.850,0.0,0.47442366024138416,3119
466722,8,0,3,2,32,about_to_sleep,267249,4,1,0,41,0,2015-09-11 04:56:19.451,0.0,0.47442366024138416,3046
247646,5,0,3,1,31,about_to_sleep,258859,5,21,0,108,0,2015-09-12 22:10:59.763,0.0,0.47442366024138416,3044
320808,6,0,3,1,31,about_to_sleep,328002,6,1,0,55,0,2015-09-13 21:55:09.428,0.0,0.47442366024138416,3043
578532,6,0,3,2,32,about_to_sleep,341840,2,5,0,22,0,2015-09-13 17:10:52.356,0.0,0.47442366024138416,3044
779475,7,0,3,2,32,about_to_sleep,4273,0,12,0,29,0,2015-09-12 01:11:50.319,0.0,0.47442366024138416,3045
11988,7,0,3,1,31,about_to_sleep,186188,4,4,0,14,0,2015-09-12 00:26:20.384,0.0,0.47442366024138416,3045
111207,5,0,3,1,31,about_to_sleep,379215,1,1,0,216,0,2015-09-14 22:19:06.971,0.0,0.47442366024138416,3042
291434,7,0,3,1,31,about_to_sleep,150552,1,19,0,37,0,2015-09-12 04:45:39.645,0.0,0.47442366024138416,3045
765995,6,0,3,2,32,about_to_sleep,277857,0,20,0,31,0,2015-09-13 20:51:51.302,0.0,0.47442366024138416,3043
713278,5,0,3,2,32,about_to_sleep,213775,1,22,0,12,0,2015-09-14 23:31:34.932,0.0,0.47442366024138416,3042
172214,7,0,3,1,31,about_to_sleep,163467,2,20,0,6,0,2015-09-12 22:46:02.926,0.0,0.47442366024138416,3044
647580,5,0,3,2,32,about_to_sleep,365054,2,17,0,44,0,2015-09-14 17:13:11.640,0.0,0.47442366024138416,3043
213417,7,0,3,1,31,about_to_sleep,136863,5,1,0,6,0,2015-08-21 16:32:39.547,0.0,0.47442366024138416,3067
707307,5,0,3,2,32,about_to_sleep,321333,0,6,0,18,0,2015-09-14 18:39:51.872,0.0,0.47442366024138416,3042
375834,5,0,3,1,31,about_to_sleep,231191,0,15,0,16,0,2015-09-11 19:02:41.801,0.0,0.47442366024138416,3045
697692,8,0,3,2,32,about_to_sleep,146448,1,1,0,111,0,2015-09-11 19:52:36.065,0.0,0.47442366024138416,3045
342332,6,0,3,1,31,about_to_sleep,203559,1,5,0,19,0,2015-09-13 01:43:17.180,0.0,0.47442366024138416,3044
89460,8,0,3,1,31,about_to_sleep,57799,1,20,0,13,0,2015-09-11 19:59:39.029,0.0,0.47442366024138416,3045
471523,5,0,3,2,32,about_to_sleep,317009,6,3,0,6,0,2015-09-14 15:45:01.663,0.0,0.47442366024138416,3043
273433,7,0,3,1,31,about_to_sleep,252763,5,15,0,3,0,2015-09-12 15:46:31.256,0.0,0.47442366024138416,3045
533168,6,0,3,2,32,about_to_sleep,301524,2,8,0,54,0,2015-08-23 06:38:37.241,0.0,0.47442366024138416,3065
97112,5,0,3,1,31,about_to_sleep,53151,5,3,0,119,0,2015-09-14 23:46:50.358,0.0,0.47442366024138416,3042
462613,7,0,3,2,32,about_to_sleep,158733,0,0,0,9,0,2015-09-12 14:54:08.525,0.0,0.47442366024138416,3045
76493,8,0,3,1,31,about_to_sleep,228922,2,21,0,13,0,2015-09-11 21:07:01.597,0.0,0.47442366024138416,3045
207285,8,0,3,1,31,about_to_sleep,41539,3,14,0,27,0,2015-09-11 21:41:19.800,0.0,0.47442366024138416,3045
647359,8,0,3,2,32,about_to_sleep,283968,2,22,0,13,0,2015-09-11 15:44:43.694,0.0,0.47442366024138416,3046
90487,5,0,3,1,31,about_to_sleep,376159,1,19,0,15,0,2015-09-14 18:30:30.276,0.0,0.47442366024138416,3042
7724,6,0,3,1,31,about_to_sleep,421591,4,14,0,45,0,2015-09-13 22:47:11.064,0.0,0.47442366024138416,3043
159583,8,0,3,1,31,about_to_sleep,158793,1,23,0,18,0,2015-09-11 00:13:40.869,0.0,0.47442366024138416,3046
728178,5,0,3,2,32,about_to_sleep,121221,5,12,0,5,0,2015-09-14 02:29:00.407,0.0,0.47442366024138416,3043
31329,6,0,3,1,31,about_to_sleep,245463,4,1,0,36,0,2015-09-13 20:45:47.000,0.0,0.47442366024138416,3043
248534,8,0,3,1,31,about_to_sleep,194151,4,3,0,104,0,2015-09-11 06:39:13.455,0.0,0.47442366024138416,3046
209849,5,0,3,1,31,about_to_sleep,275045,1,5,0,5,0,2015-09-14 15:25:25.887,0.0,0.47442366024138416,3043
326466,8,0,3,1,31,about_to_sleep,2616,1,16,0,97,0,2015-09-11 14:19:52.983,0.0,0.47442366024138416,3046
297713,7,0,3,1,31,about_to_sleep,15781,0,18,0,56,0,2015-09-12 15:58:19.835,0.0,0.47442366024138416,3045
89830,7,0,3,1,31,about_to_sleep,452535,0,22,0,8,0,2015-09-12 00:21:21.809,0.0,0.47442366024138416,3045
603867,5,0,3,2,32,about_to_sleep,388652,1,17,0,46,0,2015-09-14 15:22:56.431,0.0,0.47442366024138416,3043
458476,7,0,3,2,32,about_to_sleep,304861,4,3,0,10,0,2015-09-12 03:19:14.234,0.0,0.47442366024138416,3045
12024,5,0,3,1,31,about_to_sleep,324972,1,4,0,45,0,2015-09-14 01:07:30.870,0.0,0.47442366024138416,3043
713910,5,0,3,2,32,about_to_sleep,37178,0,3,0,17,0,2015-09-14 03:42:24.677,0.0,0.47442366024138416,3043
438957,7,0,3,2,32,about_to_sleep,9715,0,16,0,46,0,2015-09-10 01:40:34.037,0.0,0.47442366024138416,3047
572975,5,0,3,2,32,about_to_sleep,421722,3,19,0,5,0,2015-09-14 06:57:32.034,0.0,0.47442366024138416,3043
23188,6,0,3,1,31,about_to_sleep,148203,5,16,0,59,0,2015-09-13 18:17:36.641,0.0,0.47442366024138416,3044
329747,5,0,3,1,31,about_to_sleep,69929,2,21,0,9,0,2015-09-14 20:25:39.443,0.0,0.47442366024138416,3042
278077,6,0,3,1,31,about_to_sleep,463344,4,3,0,8,0,2015-09-04 03:50:41.708,0.0,0.47442366024138416,3053
534259,8,0,3,2,32,about_to_sleep,439829,4,20,0,20,0,2015-09-11 04:42:30.590,0.0,0.47442366024138416,3046
368635,5,0,3,1,31,about_to_sleep,179356,2,13,0,3,0,2015-06-19 22:52:12.434,0.0,0.47442366024138416,3129
88068,8,0,3,1,31,about_to_sleep,67445,2,17,0,11,0,2015-09-11 18:02:55.613,0.0,0.47442366024138416,3046
78832,5,0,3,1,31,about_to_sleep,112463,5,23,0,71,0,2015-09-11 22:19:17.290,0.0,0.47442366024138416,3045
358383,5,0,3,1,31,about_to_sleep,134706,1,19,0,19,0,2015-09-14 20:56:32.000,0.0,0.47442366024138416,3042
